,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Report"" for : ANDAMAN AND NICOBAR ISLANDS for year 2024-2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assessment Year,2024-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top View,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
View,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computation Type,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.No,STATE,DISTRICT,ASSESSMENT UNIT,Rainfall (mm),,,,Total Geographical Area (ha),,,,,,Ground Water Recharge (ham),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inflows and Outflows (ham),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annual Ground water Recharge (ham),,,,Environmental Flows (ham),,,,Annual Extractable Ground water Resource (ham),,,,Ground Water Extraction for all uses (ha.m),,,,,,,,,,,,,,,,Stage of Ground Water Extraction (%),,,,Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),,,,Net Annual Ground Water Availability for Future Use (ham),,,,Quality Tagging,,,,,,Additional Potential Resources Under Specific Conditions(ham),,,Coastal Areas,,,,In-Storage Unconfined Ground Water Resources(ham),,Total Ground Water Availability in Unconfined Aquifier (ham),,Dynamic Confined Ground Water Resources(ham),,In-Storage Confined Ground Water Resources(ham),,Total Confined Ground Water Resources (ham),,Dynamic Semi Confined Ground Water Resources (ham),,In-Storage Semi Confined Ground Water Resources (ham),,Total Semi-Confined Ground Water Resources (ham),,Total Ground Water Availability in the area (ham),
,,,,,,,,Recharge Worthy Area (ha),,,,Hilly Area,Total,Rainfall Recharge,,,,Canals,,,,Surface Water Irrigation,,,,Ground Water Irrigation,,,,Tanks and Ponds,,,,Water Conservation Structure,,,,Pipelines,,,,Sewages and Flash Flood Channels,,,,C,NC,PQ,Total,Base Flow,,,,Stream Recharges,,,,Lateral Flows,,,,Vertical Flows,,,,Evaporation,,,,Transpiration,,,,Evapotranspiration,,,,C,NC,PQ,Total,,,,,,,,,,,,,Domestic,,,,Industrial,,,,Irrigation,,,,C,NC,PQ,Total,,,,,,,,,,,,,Major Parameter Present,,,Other Parameters Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,TAMILNADU,SALEM,,0,883,0,883,0,394848,0,394848,22578,417427,0,20771,0,20771,9843,,0,9843,0,1339,0,1339,0,18141,0,18141,0,1172,0,1172,0,1481,0,1481,,,,,,,,,9843,42904,0,52747,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,9843,42904,0,52747,984,4232,0,5216,8859,38672,0,47531,,1062,,1062,,344,,344,,68714,,68714,,70120,,70120,,181,,148,0,2615,0,2615,8859,873,0,9732,,,,,,,,,,,,,,0,0,47531,0,0,,0,,0,,,,,,,,47531,0
577,TAMILNADU,SIVAGANGAI,,0,885,0,885,0,403262,0,403262,15639,418900,0,36304,0,36304,1691,,,1691,0,32059,0,32059,0,3414,0,3414,0,4537,0,4537,0,0,0,0,,,,,,,,,1691,76314,0,78006,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,1691,76314,0,78006,169,7408,0,7577,1522,68906,0,70428,,1431,,1431,,260,,260,,16647,,16647,,18338,,18338,,27,,26,0,5161,0,5161,1522,46837,0,48360,,,,,,,,,,,,,,0,0,70428,0,0,,0,,0,,,,,,,,70428,0
578,TAMILNADU,TENKASI,,0,811,0,811,0,244244,0,244244,43999,288244,0,13957,0,13957,15919,,,15919,0,16144,0,16144,0,10941,0,10941,0,2219,0,2219,,363,,363,,,,,,,,,15919,43624,0,59542,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,15919,43624,0,59542,1592,4285,0,5877,14327,39339,0,53666,,896,,896,,187,,187,,39827,,39827,,40910,,40910,,104,,76,0,2500,0,2500,14327,6978,0,21305,,,,,,,,,,,,,,65504,0,119169,0,0,,0,,0,,,,,,,,119169,0
579,TAMILNADU,THANJAVUR,,0,1033,0,1033,0,339470,0,339470,188,339658,0,63022,0,63022,4335,,0,4335,0,26419,0,26419,0,19024,0,19024,,1864,,1864,0,1313,0,1313,,,,,,,,,4335,111642,0,115977,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,4335,111642,0,115977,434,10973,0,11406,3901,100669,0,104571,,8726,,8726,,768,,768,,95958,,95958,,105453,,105453,,105,,101,0,9067,0,9067,3901,9719,0,13621,,,,,,,,,,,,,,0,0,104571,0,0,,0,,0,,,,,,,,104571,0
580,TAMILNADU,THE NILGIRIS,,0,1802,0,1802,0,111972,0,111972,142512,254485,0,7435,0,7435,164,,,164,0,0,0,0,0,222,0,222,0,0,0,0,0,141,0,141,,,,,,,,,164,7798,0,7962,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,164,7798,0,7962,16,780,0,796,148,7018,0,7166,,210,,210,,52,,52,,654,,654,,916,,916,,13,,13,0,9940,0,9940,148,4219,0,4366,,,,,,,,,,,,,,0,0,7166,0,0,,0,,0,,,,,,,,7166,0
581,TAMILNADU,THENI,,0,760,0,760,0,189417,0,189417,68237,257654,0,7569,0,7569,5895,,,5895,0,7919,0,7919,0,6796,0,6796,0,177,0,177,0,1619,0,1619,,,,,,,,,5895,24079,0,29974,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,5895,24079,0,29974,589,2408,0,2997,5305,21671,0,26977,,701,,701,,127,,127,,21732,,21732,,22560,,22560,,104,,84,0,1006,0,1006,5305,2610,0,7915,,,,,,,,,,,,,,0,0,26977,0,0,,0,,0,,,,,,,,26977,0
582,TAMILNADU,THIRUVARUR,,0,1198,1266,1210,0,169945,37312,207257,2452,209709,0,18723,5671,24393,2884,,0,2884,0,28553,29680,58233,0,1589,22,1611,0,145,3,148,0,1428,0,1428,,,,,,,,,2884,50438,35375,88697,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,2884,50438,35375,88697,288,5044,3538,8870,2595,45394,31838,79827,,2826,20,2847,,779,7,786,,22192,221,22413,,25798,248,26045,,57,1,54,0,9503,20,9503,2595,20273,31590,22868,,,,,,,,,,,,,,0,0,47990,31838,0,,0,,0,,,,,,,,47990,31838
583,TAMILNADU,THOOTHUKUDI,,0,621,0,621,0,459712,0,459712,3890,463602,0,23606,0,23606,20312,,,20312,0,11971,0,11971,0,5798,0,5798,0,5082,0,5082,0,19105,0,19105,,,,,,,,,20312,65562,0,85874,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,20312,65562,0,85874,2031,6339,0,8370,18281,59223,0,77504,,465,,465,,421,,421,,20499,,20499,,21385,,21385,,36,,28,0,1765,0,1765,18281,37130,0,55411,,,,,,,,,,,,,,0,0,77504,0,0,,0,,0,,,,,,,,77504,0
584,TAMILNADU,TIRUCHIRAPPALLI,,0,751,0,751,0,403610,0,403610,17167,420777,0,22600,0,22600,15032,,0,15032,0,12625,0,12625,0,18254,0,18254,0,1832,0,1832,0,559,0,559,,,,,,,,,15032,55870,0,70902,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,15032,55870,0,70902,1503,5156,0,6659,13528,50714,0,64243,,1159,,1159,,648,,648,,52610,,52610,,54417,,54417,,107,,85,0,3025,0,3025,13528,10034,0,23562,,,,,,,,,,,,,,0,0,64243,0,0,,0,,0,,,,,,,,64243,0
585,TAMILNADU,TIRUNELVELI,,0,965,0,965,0,303848,0,303848,83758,387606,0,21872,0,21872,31391,,0,31391,0,20166,0,20166,0,12246,0,12246,0,1594,0,1594,0,424,0,424,,,,,,,,,31391,56302,0,87693,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,31391,56302,0,87693,3139,5553,0,8692,28252,50749,0,79001,,740,,740,,126,,126,,31514,,31514,,32381,,32381,,64,,41,0,1340,0,1340,28252,18468,0,46720,,,,,,,,,,,,,,85507,0,164508,0,0,,0,,0,,,,,,,,164508,0
586,TAMILNADU,TIRUPATHUR,,0,801,0,801,0,110881,0,110881,5300,116181,0,5699,0,5699,0,,,0,0,0,0,0,0,4066,0,4066,0,124,0,124,0,890,0,890,,,,,,,,,0,10779,0,10779,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,0,10779,0,10779,0,1066,0,1066,0,9713,0,9713,,492,,492,,31,,31,,13354,,13354,,13877,,13877,,143,,143,0,2236,0,2236,0,158,0,158,,,,,,,,,,,,,,0,0,9713,0,0,,0,,0,,,,,,,,9713,0
587,TAMILNADU,TIRUPPUR,,0,632,0,632,0,471391,0,471391,1238,472629,0,18724,0,18724,17449,,,17449,0,8958,0,8958,0,18570,0,18570,0,380,0,380,0,6153,0,6153,,,,,,,,,17449,52785,0,70234,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,17449,52785,0,70234,1745,5081,0,6826,15704,47704,0,63408,,597,,597,,842,,842,,53056,,53056,,54495,,54495,,114,,86,0,3582,0,3582,15704,2642,0,18346,,,,,,,,,,,,,,213061,0,276469,0,0,,0,,0,,,,,,,,276469,0
588,TAMILNADU,TIRUVALLUR,,0,1236,1301,1238,0,297300,6919,304219,19736,323955,0,51660,1091,52751,1598,,1,1598,0,5473,12,5485,0,11764,80,11844,0,7281,116,7397,0,4296,64,4360,,,,,,,,,1598,80473,1365,83435,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,1598,80473,1365,83435,160,6665,137,6961,1438,73807,1228,76474,,2093,45,2138,,1324,2,1325,,38258,504,38762,,41675,550,42226,,56,45,55,0,7372,70,7372,1438,27580,653,29018,,,,,,,,,,,,,,0,0,75245,1228,0,,0,,0,,,,,,,,75245,1228
589,TAMILNADU,TIRUVANNAMALAI,,0,1073,0,1073,0,478395,0,478395,1010,479405,0,29087,0,29087,980,,,980,0,13557,0,13557,0,30677,0,30677,0,18551,0,18551,0,19451,0,19451,,,,,,,,,980,111323,0,112303,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,980,111323,0,112303,98,10647,0,10745,882,100676,0,101558,,7581,,7581,,3010,,3010,,76693,,76693,,87284,,87284,,87,,86,0,8421,0,8421,882,17746,0,18628,,,,,,,,,,,,,,2198870,0,2300428,0,0,,0,,0,,,,,,,,2300428,0
590,TAMILNADU,VELLORE,,0,971,0,971,0,131693,0,131693,331,132024,0,7848,0,7848,9,,,9,0,2,0,2,0,7479,0,7479,0,841,0,841,0,4014,0,4014,,,,,,,,,9,20185,0,20194,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,9,20185,0,20194,1,2019,0,2019,8,18166,0,18174,,1168,,1168,,283,,283,,20676,,20676,,22128,,22128,,122,,122,0,2909,0,2909,8,657,0,665,,,,,,,,,,,,,,0,0,18174,0,0,,0,,0,,,,,,,,18174,0
591,TAMILNADU,VILLUPURAM,,0,1063,0,1043,0,369944,7284,377228,1941,379169,0,44076,0,44076,248,,,248,0,11633,0,11633,0,28391,0,28391,0,6298,0,6298,0,13803,0,13803,,,,,,,,,248,104201,0,104449,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,248,104201,0,104449,25,9951,0,9976,223,94250,0,94473,,1130,0,1130,,53,0,53,,79432,0,79432,,80616,0,80616,,86,0,85,0,3527,0,3527,223,15497,0,15719,,,,,,,,,,,,,,0,0,94473,0,0,,0,,0,,,,,,,,94473,0
592,TAMILNADU,VIRUDHUNAGAR,,0,778,0,778,0,400189,0,400189,32752,432941,0,13063,0,13063,5271,,,5271,0,18346,0,18346,0,8236,0,8236,0,2715,0,2715,0,10273,0,10273,,,,,,,,,5271,52633,0,57903,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,0,5271,52633,0,57903,527,5186,0,5713,4744,47446,0,52190,,434,,434,,1857,,1857,,31278,,31278,,33570,,33570,,71,,64,0,1816,0,1816,4744,14212,0,18955,,,,,,,,,,,,,,0,0,52190,0,0,,0,,0,,,,,,,,52190,0
593,TELANGANA,Adilabad,,1436,1259,0,1267,17593,363356,0,380949,34352,415300,1150,30023,,31173,76,0,,76,2043,94,,2137,293,3772,,4065,119,254,,373,3435,15086,,18522,,,,,,,,,7116,49229,,56345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7116,49229,,56345,697,4628,,5325,6419,44601,0,51020,160,3009,,3169,6,305,,311,1280,15857,,17137,1446,19171,,20617,23,43,,40,199,3646,,3845,4934,25467,,30401,,,,,,,,,,,,,,0,0,51101,0,0,,0,,0,,,,,,,,51101,0
594,TELANGANA,Bhadradri Kothagudem,,1341,1165,0,1188,92482,618361,0,710843,37391,748235,9783,56882,,66665,603,0,,603,6697,26164,,32861,352,7364,,7716,113,1526,,1639,131,2173,,2304,,,,,,,,,17679,94109,,111788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17679,94109,,111788,1704,8976,,10680,15975,85132,0,101107,743,3641,,4384,209,3404,,3613,1175,24134,,25309,2127,31179,,33306,13,37,,33,770,4101,,4871,13986,56391,,70377,,,,,,,,,,,,,,0,0,104138,0,0,,0,,0,,,,,,,,104138,0
595,TELANGANA,Hanumakonda,,1050,927,0,989,81338,79147,0,160485,6937,167422,7392,6572,,13964,584,0,,584,19844,1417,,21261,6828,3124,,9951,1546,3388,,4933,328,2364,,2693,,,,,,,,,36522,16865,,53387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36522,16865,,53387,3594,1612,,5206,32928,15253,0,48181,724,979,,1704,549,435,,984,16994,9641,,26635,18268,11055,,29322,55,72,,61,724,979,,1704,14812,5205,,20017,,,,,,,,,,,,,,0,0,48633,0,0,,0,,0,,,,,,,,48633,0
596,TELANGANA,Hyderabad,,0,828,0,828,0,21782,0,21782,0,21782,,1267,,1267,,,,,,,,,,0,,0,,400,,400,,69,,69,,4764,,4764,,282,,282,,6783,,6783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6783,,6783,,617,,617,0,6166,0,6166,,5646,,5646,,416,,416,,0,,0,,6062,,6062,,98,,98,,5962,,5962,,1058,,1058,,,,,,,,,,,,,,71828,0,77994,0,0,,0,,0,,,,,,,,77994,0
597,TELANGANA,Jagtial,,1021,992,0,1014,202851,63864,0,266715,31764,298479,15913,4898,,20811,4827,0,,4827,37494,2890,,40384,7608,2348,,9956,705,225,,930,226,411,,637,,,,,,,,,66774,10772,,77546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66774,10772,,77546,6509,983,,7491,60265,9790,0,70055,214,87,,300,470,125,,596,18410,5832,,24242,19094,6044,,25138,32,62,,36,1761,456,,2217,39625,3401,,43025,,,,,,,,,,,,,,0,0,70070,0,0,,0,,0,,,,,,,,70070,0
598,TELANGANA,Jangaon,,871,908,0,894,83172,127541,0,210713,4657,215370,6326,11375,,17701,201,0,,201,5772,3999,,9770,2783,5242,,8025,2048,2119,,4167,452,863,,1314,,,,,,,,,17581,23597,,41178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17581,23597,,41178,1453,2025,,3479,16127,21572,0,37699,549,965,,1514,134,331,,465,7166,13268,,20434,7849,14564,,22413,49,68,,59,623,1234,,1857,8159,6925,,15084,,,,,,,,,,,,,,0,0,37699,0,0,,0,,0,,,,,,,,37699,0
599,TELANGANA,Jayashankar Bhupalapally,,1035,1086,0,1067,89252,141269,0,230520,5781,236301,9159,17326,,26485,177,0,,177,2653,3400,,6053,2312,2482,,4795,11051,3206,,14258,148,246,,394,,,,,,,,,25501,26661,,52162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25501,26661,,52162,2358,2592,,4950,23143,24069,0,47212,608,782,,1389,79,1020,,1098,8402,9321,,17722,9088,11122,,20210,39,46,,43,638,797,,1434,14178,13244,,27422,,,,,,,,,,,,,,0,0,47324,0,0,,0,,0,,,,,,,,47324,0
600,TELANGANA,Jogulamba Gadwal,,583,565,0,578,189010,71359,0,260369,672,261041,9008,3957,,12965,4333,0,,4333,22955,2184,,25139,1884,510,,2394,1679,379,,2058,708,1371,,2079,,,,,,,,,40568,8401,,48969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40568,8401,,48969,3813,818,,4630,36755,7583,0,44339,279,110,,388,119,25,,143,8138,4632,,12770,8535,4766,,13302,23,63,,30,501,179,,680,28240,3143,,31383,,,,,,,,,,,,,,0,0,59781,0,0,,0,,0,,,,,,,,59781,0
601,TELANGANA,Kamareddy,,1031,997,0,1000,30836,317995,0,348832,17846,366677,2900,30905,,33804,146,0,,146,7647,15164,,22811,1787,8766,,10553,244,1711,,1956,182,2584,,2765,,,,,,,,,12906,59130,,72036,,,,,,,,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,,,,,12906,59130,,72036,1264,5577,,6841,11643,53552,0,65195,217,806,,1023,75,562,,637,4098,27296,,31394,4391,28664,,33054,38,54,,51,320,1982,,2303,7167,29886,,37052,,,,,,,,,,,,,,129927,0,207920,0,0,,0,,0,,,,,,,,207920,0
602,TELANGANA,Karimnagar,,905,906,0,905,153428,53268,0,206696,4286,210982,12028,4850,,16878,717,0,,717,61205,2973,,64178,7025,2563,,9588,1184,698,,1881,415,149,,565,,,,,,,,,82574,11233,,93807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82574,11233,,93807,8089,1068,,9156,74485,10166,0,84651,1978,1132,,3110,971,614,,1584,17459,6050,,23508,20407,7795,,28202,27,77,,33,1999,1392,,3391,54100,2787,,56886,,,,,,,,,,,,,,0,0,84855,0,0,,0,,0,,,,,,,,84855,0
603,TELANGANA,Khammam,,1026,1051,0,1037,241020,187139,0,428159,7969,436128,20876,16064,,36939,1928,0,,1928,53064,8982,,62046,7464,6625,,14089,1466,1080,,2546,280,379,,659,,,,,,,,,85077,33130,,118207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85077,33130,,118207,8264,2996,,11260,76813,30133,0,106947,2001,1987,,3989,916,449,,1365,20442,19890,,40332,23360,22326,,45686,30,74,,43,2265,2354,,4619,53215,9386,,62601,,,,,,,,,,,,,,0,0,106947,0,0,,0,,0,,,,,,,,106947,0
604,TELANGANA,Komarambheem Asifabad,,1083,1151,0,1135,87242,289574,0,376816,52728,429544,8768,24609,,33377,7764,0,,7764,5650,5422,,11072,886,3900,,4786,679,1854,,2533,1360,1683,,3042,,,,,,,,,25108,37467,,62575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25108,37467,,62575,2362,3422,,5784,22746,34046,0,56791,100,277,,376,169,274,,442,2979,8098,,11077,3248,8648,,11896,14,25,,21,262,575,,837,19399,25149,,44548,,,,,,,,,,,,,,0,0,58669,0,0,,0,,0,,,,,,,,58669,0
605,TELANGANA,Mahabubabad,,1539,1561,0,1548,197161,137298,0,334459,9112,343571,25697,10766,,36463,664,0,,664,17064,1576,,18639,9410,1939,,11349,1465,795,,2260,1658,108,,1766,,,,,,,,,55958,15183,,71141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55958,15183,,71141,5410,1482,,6891,50548,13702,0,64250,1061,325,,1385,1500,72,,1572,25807,7499,,33306,28368,7896,,36264,56,58,,56,1345,449,,1794,22272,6076,,28347,,,,,,,,,,,,,,0,0,64250,0,0,,0,,0,,,,,,,,64250,0
606,TELANGANA,Mahabubnagar,,0,649,0,649,0,254263,0,254263,11087,265351,,12663,,12663,,0,,0,,1468,,1468,,6839,,6839,,6546,,6546,,8841,,8841,,,,,,,,,,36357,,36357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36357,,36357,,3298,,3298,0,33058,0,33058,,558,,558,,780,,780,,23841,,23841,,25180,,25180,,76,,76,,955,,955,,9347,,9347,,,,,,,,,,,,,,0,0,33058,0,0,,0,,0,,,,,,,,33058,0
607,TELANGANA,Mancherial,,1115,1023,0,1046,99403,298922,0,398325,12201,410526,7467,27897,,35363,3267,0,,3267,2211,1535,,3746,2779,13437,,16215,7330,20757,,28087,0,10362,,10362,,,,,,,,,23053,73988,,97041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23053,73988,,97041,2141,6641,,8782,20912,67347,0,88258,71,417,,488,190,1932,,2122,6444,27859,,34303,6705,30208,,36913,32,45,,42,73,433,,506,14313,33370,,47683,,,,,,,,,,,,,,0,0,92140,0,0,,0,,0,,,,,,,,92140,0
608,TELANGANA,Medak,,809,843,0,841,17414,237143,0,254557,20573,275130,1293,19810,,21103,1208,0,,1208,1674,4533,,6207,648,7347,,7994,690,9184,,9875,473,7941,,8413,,,,,,,,,5986,48815,,54801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5986,48815,,54801,572,4731,,5303,5413,44084,0,49497,288,1083,,1370,1,1331,,1332,1964,29760,,31724,2253,32173,,34426,42,73,,70,293,1645,,1937,3217,13272,,16488,,,,,,,,,,,,,,0,0,49497,0,0,,0,,0,,,,,,,,49497,0
609,TELANGANA,Medchal Malkajgiri,,0,768,0,768,0,103807,0,103807,4906,108713,,6696,,6696,,,,,,1,,1,,1572,,1572,,1840,,1840,,689,,689,,,,,,,,,,10797,,10797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10797,,10797,,1060,,1060,0,9737,0,9737,,1337,,1337,,1715,,1715,,4126,,4126,,7178,,7178,,74,,74,,5288,,5288,,3250,,3250,,,,,,,,,,,,,,215570,0,225307,0,0,,0,,0,,,,,,,,225307,0
610,TELANGANA,Mulug,,1254,1403,0,1375,53442,230289,0,283731,18911,302641,4375,24841,,29216,551,0,,551,10221,7923,,18144,1461,3795,,5256,703,1410,,2113,2486,2637,,5123,,,,,,,,,19798,40606,,60403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19798,40606,,60403,1980,3774,,5753,17818,36832,0,54650,152,397,,548,48,57,,104,4192,8960,,13152,4391,9414,,13805,25,26,,25,176,683,,858,13415,24571,,37986,,,,,,,,,,,,,,0,0,54655,0,0,,0,,0,,,,,,,,54655,0
611,TELANGANA,Nagarkurnool,,638,677,0,663,213412,399809,0,613222,22619,635841,12412,22913,,35325,15313,0,,15313,15866,4403,,20269,5276,5765,,11041,4693,3029,,7722,3456,3359,,6815,,,,,,,,,57017,39469,,96486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57017,39469,,96486,5308,3701,,9009,51709,35768,0,87476,707,862,,1569,284,131,,415,15275,17800,,33075,16266,18793,,35059,31,53,,40,719,877,,1596,35437,17938,,53375,,,,,,,,,,,,,,244402,0,332294,0,0,,0,,0,,,,,,,,332294,0
612,TELANGANA,Nalgonda,,716,679,0,697,345271,359402,0,704673,7430,712103,20841,22001,,42843,2040,0,,2040,62627,2102,,64729,13331,7656,,20988,562,528,,1090,2146,8035,,10181,,,,,,,,,101547,40323,,141870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101547,40323,,141870,9915,3708,,13623,91632,36616,0,128247,3915,1365,,5280,1515,2868,,4383,30397,23095,,53491,35826,27328,,63154,39,75,,49,3915,1365,,5280,56791,12462,,69253,,,,,,,,,,,,,,372219,0,506083,0,0,,0,,0,,,,,,,,506083,0
613,TELANGANA,Narayanpet,,583,623,0,610,74243,157568,0,231811,0,231811,3876,9845,,13721,299,0,,299,12130,0,,12130,1473,2979,,4451,548,1123,,1671,27,1421,,1449,,,,,,,,,18352,15368,,33721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18352,15368,,33721,1725,1460,,3185,16628,13908,0,30535,5,220,,225,139,329,,468,3650,7413,,11063,3793,7962,,11755,23,57,,38,275,1030,,1305,12640,5469,,18108,,,,,,,,,,,,,,0,0,31424,0,0,,0,,0,,,,,,,,31424,0
614,TELANGANA,Nirmal,,1063,1053,0,1055,62503,263935,0,326437,36392,362829,5928,23494,,29422,1558,0,,1558,12352,11265,,23617,1694,5368,,7063,1202,3092,,4293,1825,7410,,9235,,,,,,,,,24560,50629,,75189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24560,50629,,75189,2364,4664,,7028,22195,45966,0,68161,243,912,,1155,59,583,,642,5291,18482,,23772,5592,19977,,25569,25,43,,38,304,1227,,1531,16742,25829,,42572,,,,,,,,,,,,,,0,0,69236,0,0,,0,,0,,,,,,,,69236,0
615,TELANGANA,Nizamabad,,981,996,0,988,227378,185613,0,412991,14719,427710,19420,18115,,37535,291,0,,291,43109,5839,,48949,11452,8629,,20081,1629,1793,,3422,188,226,,415,,,,,,,,,76090,34602,,110692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76090,34602,,110692,7135,3411,,10545,68955,31191,0,100147,995,676,,1670,297,109,,406,30533,19485,,50018,31824,20270,,52094,46,65,,52,1588,939,,2527,32062,7680,,39741,,,,,,,,,,,,,,356953,0,457169,0,0,,0,,0,,,,,,,,457169,0
616,TELANGANA,Peddapalle,,995,1040,0,1014,113953,80111,0,194064,22755,216819,9567,6787,,16354,1240,0,,1240,24402,0,,24402,5397,2096,,7492,528,240,,767,644,1299,,1943,,,,,,,,,41778,10421,,52199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41778,10421,,52199,4072,894,,4966,37707,9527,0,47233,866,387,,1253,684,979,,1663,14010,5264,,19274,15560,6630,,22190,41,70,,47,1042,893,,1935,22050,3126,,25176,,,,,,,,,,,,,,0,0,58589,0,0,,0,,0,,,,,,,,58589,0
617,TELANGANA,Rajanna Siricilla,,0,888,0,888,0,173139,0,173139,17243,190382,,14551,,14551,,,,,,10815,,10815,,11485,,11485,,6118,,6118,,2659,,2659,,,,,,,,,,45628,,45628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45628,,45628,,4219,,4219,0,41408,0,41408,,118,,118,,1094,,1094,,27564,,27564,,28776,,28776,,69,,69,,249,,249,,13249,,13249,,,,,,,,,,,,,,0,0,41408,0,0,,0,,0,,,,,,,,41408,0
